MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,6,76,8314,2,3,1,1,1,2,1,12,3,3,1,1,5,7,1982,1982,2,2,7,8,4,0,3,3,2,3,3,1,2,546,6,0,270,816,2,3,2,1,816,0,0,816,0,0,1,0,2,1,3,5,1,0,6,2,1982,3,1,264,3,3,1,168,0,0,0,0,0,5,5,6,0,6,2007,1,1,124500
50,6,55,7264,2,3,1,1,1,1,1,4,3,3,1,2,7,7,1925,2007,2,2,16,16,4,0,2,2,1,3,3,4,6,0,6,0,952,952,3,2,1,1,952,596,0,1548,0,0,2,1,3,1,1,5,1,0,6,6,1978,3,2,672,3,3,1,74,0,0,0,144,0,5,5,6,0,10,2009,1,1,205000
20,6,129,9196,2,3,2,1,1,1,1,12,3,3,1,1,7,5,2003,2003,2,2,15,15,4,0,2,3,3,1,3,4,6,0,6,0,1560,1560,2,1,2,1,1560,0,0,1560,0,0,2,0,3,1,2,7,1,0,6,2,2003,1,2,573,3,3,1,100,150,0,0,0,0,5,5,6,0,4,2010,1,1,201000
20,6,140,19138,2,3,1,1,1,2,1,9,3,3,1,1,4,5,1951,1951,2,2,15,15,4,0,3,3,2,3,3,4,5,120,6,0,744,864,2,1,2,1,864,0,0,864,0,0,1,0,2,1,3,4,1,0,6,6,1951,3,2,400,3,3,1,0,0,0,0,0,0,5,5,6,0,6,2010,1,1,141000
20,6,107,14450,2,3,1,1,1,1,1,16,3,3,1,1,9,5,2006,2007,2,2,6,6,2,315,1,3,3,1,3,1,6,0,6,0,2121,2121,2,1,2,1,2121,0,0,2121,0,0,2,1,3,1,1,8,1,1,1,2,2007,1,3,732,3,3,1,124,98,0,0,142,0,5,5,6,0,5,2007,4,6,415298
60,6,83,10005,2,3,1,1,1,1,1,5,3,3,1,4,7,5,1977,1977,4,2,11,11,2,299,3,3,2,2,3,4,3,392,6,0,768,1160,2,1,2,1,1156,866,0,2022,0,0,2,1,4,1,3,8,1,1,3,2,1977,1,2,505,3,3,1,288,117,0,0,0,0,5,5,6,0,3,2008,1,1,192000
60,6,82,11287,2,3,1,1,1,1,1,21,3,3,1,4,7,6,1989,1989,2,2,11,11,2,340,2,3,2,2,3,2,1,421,6,0,386,807,2,2,2,1,1175,807,0,1982,0,0,2,1,3,1,2,7,1,1,3,2,1989,1,2,575,3,3,1,0,84,0,196,0,0,5,5,6,0,1,2007,1,1,228500
20,3,60,7200,2,2,1,1,1,1,1,22,3,3,1,1,6,5,2006,2006,2,2,15,15,5,68,2,3,3,2,3,4,1,905,6,0,357,1262,2,2,2,1,1262,0,0,1262,0,0,2,0,2,1,2,5,1,0,6,2,2006,1,2,572,3,3,1,0,120,0,0,0,0,5,5,6,0,5,2006,4,6,185000
120,6,34,5063,2,3,1,1,1,1,1,16,3,3,5,1,7,5,2007,2008,2,2,15,15,5,166,2,3,3,2,3,4,1,904,6,0,410,1314,2,1,2,1,1314,0,0,1314,1,0,2,0,2,1,2,6,1,1,2,2,2008,2,2,626,3,3,1,172,62,0,0,0,0,5,5,6,0,4,2009,7,1,207500
20,6,74,9612,2,3,1,1,1,1,1,22,2,3,1,1,8,5,2008,2009,2,2,15,15,5,72,2,3,3,2,3,4,6,0,6,0,1468,1468,2,1,2,1,1468,0,0,1468,0,0,2,0,3,1,2,6,1,1,2,2,2008,1,3,898,3,3,1,210,150,0,0,0,0,5,5,6,0,12,2009,4,6,244600
120,6,50,8012,2,3,1,1,1,1,1,21,3,3,4,1,6,5,1992,1992,2,2,11,8,4,0,2,3,3,2,3,4,1,430,6,0,1145,1575,2,2,2,1,1575,0,0,1575,1,0,2,0,2,1,2,5,1,0,6,2,1992,2,2,529,3,3,1,0,0,52,0,0,0,5,5,6,0,7,2007,1,1,179200
160,3,35,4251,2,2,2,1,1,1,1,22,3,3,4,4,7,5,2006,2007,2,2,9,9,4,0,2,3,3,2,3,4,6,0,6,0,625,625,2,1,2,1,625,625,0,1250,0,0,2,1,2,1,2,5,1,0,6,6,2006,2,2,528,3,3,1,0,54,0,0,0,0,5,5,6,0,6,2007,4,6,164700
50,6,77,9786,2,3,2,2,1,1,1,13,3,3,1,2,6,7,1962,1981,2,2,16,16,4,0,3,3,2,3,3,4,4,600,6,0,312,912,2,3,2,1,1085,649,0,1734,0,0,1,1,3,1,2,7,1,1,2,2,1962,2,2,440,3,3,1,0,0,0,0,128,0,5,1,6,0,6,2006,1,1,159000
20,6,0,8125,2,3,2,1,1,2,1,13,3,3,1,1,4,4,1971,1971,2,2,7,7,4,0,3,3,2,3,3,4,3,614,6,0,244,858,2,3,2,1,858,0,0,858,0,0,1,0,3,1,3,5,1,0,6,7,0,4,0,0,6,6,1,0,0,0,0,0,0,5,5,6,0,6,2006,1,1,88000
20,6,0,9819,2,3,2,1,1,1,1,20,3,3,1,1,5,5,1967,1967,2,2,9,9,2,31,3,2,2,3,3,4,3,450,6,0,432,882,2,3,2,1,900,0,0,900,0,0,1,0,3,1,3,5,1,0,6,6,1970,3,1,280,3,3,1,0,0,0,0,0,0,5,2,6,0,2,2010,1,1,122000
70,6,60,8730,2,3,1,1,1,1,1,4,5,3,1,4,6,7,1915,2003,2,2,16,16,4,0,3,3,1,3,3,4,6,0,6,0,698,698,2,1,2,2,698,698,0,1396,0,0,1,0,3,1,3,7,1,0,6,6,2003,3,1,384,3,3,1,0,0,0,0,259,0,5,5,6,0,7,2007,1,1,153575
60,6,120,15611,2,3,1,1,1,1,1,6,3,3,1,4,8,5,2006,2006,2,2,15,15,4,0,2,3,3,2,3,2,6,0,6,0,1079,1079,2,1,2,1,1079,840,0,1919,0,0,2,1,3,1,2,8,1,1,2,2,2006,2,2,685,2,3,1,0,51,0,0,0,0,5,5,6,0,7,2006,4,6,233230
190,6,55,5687,2,1,1,2,1,1,1,19,3,3,2,4,5,6,1912,2000,2,2,15,15,4,0,3,4,3,3,4,4,4,210,6,0,570,780,2,1,1,1,936,780,0,1716,1,0,2,0,6,1,4,9,1,0,6,7,0,4,0,0,6,6,3,0,184,0,0,0,0,5,5,6,0,3,2008,1,1,135900
50,6,60,11409,2,3,1,1,1,1,1,8,3,3,1,2,5,4,1949,2008,2,2,16,16,4,0,3,3,2,3,3,4,5,292,6,0,476,768,2,2,2,1,1148,568,0,1716,0,0,1,1,3,1,3,8,3,1,2,2,1949,3,1,281,3,3,1,0,0,0,0,160,0,5,5,6,0,1,2009,1,1,131000
60,6,0,16659,2,3,2,1,1,2,1,17,7,3,1,4,7,7,1977,1994,2,2,11,11,2,34,3,3,2,3,3,4,2,795,6,0,0,795,2,4,2,1,1468,795,0,2263,1,0,2,1,3,1,2,9,1,1,3,2,1977,1,2,539,3,3,1,0,250,0,0,0,0,5,5,6,0,3,2006,1,1,235000
20,6,80,9600,2,3,1,1,1,1,1,13,3,3,1,1,6,5,1953,1953,4,2,7,7,5,238,3,3,2,3,3,4,1,1285,6,0,131,1416,2,3,2,1,1644,0,0,1644,1,0,1,0,3,1,3,7,1,2,2,2,1953,1,2,418,3,3,1,110,0,0,0,0,0,5,5,6,0,10,2009,1,1,167000
80,6,37,7937,2,3,2,1,1,3,1,12,3,3,1,8,6,6,1984,1984,2,2,7,7,4,0,3,3,2,3,3,2,1,819,6,0,184,1003,2,3,2,1,1003,0,0,1003,1,0,1,0,3,1,3,6,1,0,6,6,1984,3,2,588,3,3,1,120,0,0,0,0,0,5,1,6,0,3,2006,1,1,142500
50,8,75,13710,2,3,1,1,1,1,1,10,3,3,1,2,5,5,1950,1950,2,2,16,16,4,0,3,3,2,3,3,4,3,420,6,0,490,910,2,3,2,2,910,648,0,1558,0,0,1,1,4,1,3,6,1,0,6,2,1950,3,1,282,3,3,1,289,0,0,0,0,0,5,2,6,0,6,2007,1,1,152000
60,3,66,7399,2,2,2,1,1,1,1,22,3,3,1,4,7,5,1997,1998,4,2,15,15,2,1600,2,3,3,2,3,4,3,649,6,0,326,975,2,1,2,1,975,975,0,1950,0,0,2,1,3,1,2,7,1,1,3,6,1997,2,2,576,3,3,1,0,10,0,0,198,0,5,5,6,0,6,2007,1,1,239000
60,6,90,11700,2,3,1,1,1,1,1,17,3,3,1,4,6,6,1968,1968,5,2,7,2,2,365,2,3,2,3,3,4,2,384,4,175,143,702,2,2,2,1,1041,702,0,1743,0,1,1,2,3,1,3,7,1,1,2,2,1968,3,2,539,3,3,1,224,0,0,0,0,0,5,5,6,0,6,2007,1,1,175000
20,6,80,14000,2,3,1,1,1,1,1,7,3,3,1,1,6,8,1950,2004,2,2,7,7,4,0,3,2,2,3,3,4,6,0,6,0,1092,1092,2,1,2,1,1152,0,0,1152,0,1,1,0,3,1,2,6,1,1,2,2,1950,3,1,300,3,3,1,0,36,0,0,0,0,5,1,6,0,8,2009,1,5,158500
190,6,90,15750,2,3,1,1,1,2,1,7,3,3,2,1,5,5,1953,1953,4,2,9,9,2,56,3,3,2,3,3,3,3,841,6,0,324,1165,2,3,2,1,1336,0,0,1336,1,0,1,0,2,1,3,5,1,2,2,2,1953,3,1,375,3,3,1,0,0,0,0,0,0,5,5,6,0,6,2006,1,1,157000
60,6,66,16226,2,3,4,1,1,1,1,6,3,3,1,4,8,5,1998,1999,2,2,15,15,4,0,2,3,3,2,3,4,1,281,6,0,747,1028,2,1,2,1,1210,1242,0,2452,0,0,2,1,4,1,2,9,1,1,3,4,1998,1,2,683,3,3,1,208,50,0,0,0,0,5,5,6,0,5,2007,1,1,267000
20,6,118,13704,2,3,2,1,1,2,1,6,3,3,1,1,7,5,2001,2002,2,2,15,15,2,150,2,3,3,2,3,4,6,0,6,0,1541,1541,2,1,2,1,1541,0,0,1541,0,0,2,0,3,1,2,6,1,1,3,2,2001,2,3,843,3,3,1,468,81,0,0,0,0,5,5,6,0,1,2006,1,1,205000
20,6,70,9800,2,3,1,1,1,2,1,6,3,3,1,1,5,7,1972,1972,2,2,15,15,4,0,3,3,3,3,3,4,2,894,6,0,0,894,2,3,2,1,894,0,0,894,1,0,1,0,3,1,3,5,1,0,6,2,1975,3,2,552,3,3,1,256,0,0,0,0,0,5,3,6,0,7,2006,1,2,149900
75,8,87,18386,2,3,1,1,1,1,1,18,3,3,1,5,7,9,1880,2002,2,2,6,6,4,0,3,3,1,3,3,4,6,0,6,0,1470,1470,2,1,2,1,1675,1818,0,3493,0,0,3,0,3,1,2,10,1,1,1,2,2003,3,3,870,3,3,1,302,0,0,0,0,0,5,5,6,0,5,2008,1,1,295000
20,6,80,10386,2,3,1,1,1,1,1,6,3,3,1,1,8,5,2004,2005,2,2,6,6,5,246,2,3,3,2,3,4,1,1464,6,0,536,2000,2,1,2,1,2000,0,0,2000,1,0,2,0,3,1,2,8,1,0,6,2,2004,1,3,888,3,3,1,168,0,0,0,0,0,5,5,6,0,7,2007,1,1,305900
60,6,116,13474,2,3,1,1,1,1,1,21,2,3,1,4,7,5,1990,1991,2,2,7,11,2,246,2,3,2,2,3,4,2,700,6,0,0,700,2,2,2,1,1122,1121,0,2243,1,0,2,1,4,1,2,8,1,1,3,2,1990,2,3,746,3,3,1,127,44,224,0,0,0,5,5,6,0,6,2007,1,1,225000
50,8,0,7920,2,1,2,1,1,1,1,10,1,3,1,2,6,7,1920,1950,2,2,9,9,4,0,3,4,2,3,3,4,6,0,6,0,319,319,2,3,2,2,1035,371,0,1406,0,0,1,0,3,1,4,6,1,0,6,7,0,4,0,0,6,6,3,0,144,0,0,0,0,5,2,6,0,3,2008,1,1,89500
30,6,0,12342,2,3,2,1,1,1,1,8,3,3,1,1,4,5,1940,1950,2,2,15,15,4,0,3,3,2,3,3,4,3,262,6,0,599,861,2,1,2,1,861,0,0,861,0,0,1,0,1,1,3,4,1,0,6,6,1961,3,2,539,3,3,1,158,0,0,0,0,0,5,5,6,0,3,2009,1,1,82500
20,6,90,12378,2,3,2,1,1,1,1,16,3,3,1,1,9,5,2003,2004,2,2,15,15,4,0,2,3,3,1,3,1,1,1274,6,0,622,1896,2,1,2,1,1944,0,0,1944,1,0,2,0,3,1,1,8,1,3,1,2,2003,1,3,708,3,3,1,208,175,0,0,0,0,5,5,6,0,11,2006,1,1,360000
60,6,0,7685,2,3,2,1,1,1,1,9,3,3,1,4,6,5,1993,1994,2,2,7,7,2,112,3,3,3,2,3,4,2,518,6,0,179,697,2,2,2,1,697,804,0,1501,0,0,2,1,3,1,2,6,1,1,3,2,1993,1,2,420,3,3,1,190,63,0,0,0,0,5,5,6,0,5,2006,1,1,165600
20,6,50,8000,2,3,1,1,1,1,1,13,3,3,1,1,6,6,1948,2002,2,2,15,15,4,0,3,2,2,3,3,4,2,680,6,0,292,972,2,1,2,1,972,0,0,972,1,0,1,0,2,1,3,5,1,1,2,6,1948,3,1,240,3,3,1,0,0,0,0,0,0,5,5,6,0,5,2009,1,1,132000
190,8,65,7800,2,3,1,1,1,1,1,18,1,3,2,2,5,7,1939,1950,2,2,9,9,4,0,3,3,2,2,3,3,4,507,6,0,286,793,2,3,2,1,793,325,0,1118,1,0,1,0,3,1,3,5,1,1,2,6,1939,3,2,410,3,3,1,0,0,0,0,271,0,5,2,6,0,5,2006,1,1,119900
20,6,150,215245,2,3,4,4,1,1,3,24,3,3,1,1,7,5,1965,1965,4,2,4,4,4,0,3,3,2,2,3,1,2,1236,4,820,80,2136,3,3,2,1,2036,0,0,2036,2,0,2,0,3,1,3,8,1,2,2,2,1965,2,2,513,3,3,1,0,0,0,0,0,0,5,5,6,0,6,2009,1,1,375000
70,8,60,9600,2,1,1,1,1,1,1,18,3,3,1,4,7,7,1925,1990,2,2,16,16,4,0,3,3,1,3,2,4,5,16,6,0,712,728,2,1,2,1,832,809,0,1641,0,1,1,1,3,1,1,6,1,1,2,6,1925,3,2,546,4,3,1,0,0,234,0,0,0,5,5,6,0,8,2006,1,1,178000
60,6,71,7795,2,3,2,1,1,1,1,9,3,3,1,4,7,5,2004,2005,2,2,15,15,4,0,2,3,3,2,3,4,1,425,6,0,291,716,2,1,2,1,716,716,0,1432,1,0,2,1,3,1,2,6,1,1,2,2,2004,1,2,432,3,3,1,100,51,0,0,0,0,5,5,6,0,7,2009,1,1,188500
60,6,94,13005,2,3,2,1,1,2,1,17,3,3,1,4,7,7,1980,1980,2,2,6,6,2,278,2,3,2,2,3,4,1,692,6,0,153,845,2,3,2,1,1153,1200,0,2353,1,0,2,1,4,1,1,10,1,1,3,2,1983,2,2,484,3,3,1,288,195,0,0,0,0,5,1,6,0,8,2009,1,1,260000
60,3,75,9000,2,3,1,1,1,1,1,22,3,3,1,4,8,5,2006,2006,2,2,15,15,4,0,2,3,3,2,3,2,6,0,6,0,1088,1088,2,1,2,1,1088,871,0,1959,0,0,2,1,3,1,2,8,1,1,2,2,2006,2,3,1025,3,3,1,208,46,0,0,0,0,5,5,6,0,12,2007,1,1,270000
60,6,90,9900,2,3,1,4,1,1,2,14,3,3,1,4,7,5,1993,1993,2,2,7,7,2,256,2,3,3,2,3,1,1,987,6,0,360,1347,2,1,2,1,1372,1274,0,2646,1,0,2,1,4,1,2,9,1,1,3,2,1993,2,3,656,3,3,1,340,60,144,0,0,0,5,5,6,0,4,2009,1,1,260000
80,6,0,14115,2,3,1,1,1,1,1,17,3,3,1,8,7,5,1980,1980,2,2,11,11,2,225,3,3,2,2,3,2,1,1036,6,0,336,1372,2,3,2,1,1472,0,0,1472,1,0,2,0,3,1,3,6,1,2,3,2,1980,3,2,588,3,3,1,233,48,0,0,0,0,5,5,6,0,6,2009,1,1,187500
60,6,111,16259,2,3,1,1,1,2,1,16,3,3,1,4,9,5,2006,2006,2,2,15,15,5,370,3,3,3,1,2,2,6,0,6,0,1249,1249,2,1,2,1,1249,1347,0,2596,0,0,3,1,4,1,2,9,1,0,6,2,2006,2,3,840,3,3,1,240,154,0,0,0,0,5,5,6,0,9,2006,4,6,342643
60,6,99,12099,2,3,2,1,1,1,1,16,3,3,1,4,8,5,2004,2004,2,2,15,15,2,388,2,3,3,1,3,2,1,970,6,0,166,1136,2,1,2,1,1136,1332,0,2468,1,0,2,1,4,1,2,10,1,1,2,4,2004,1,3,872,3,3,1,184,154,0,0,0,0,5,5,6,0,6,2007,1,1,354000
60,6,86,10380,2,3,2,1,1,1,1,21,3,3,1,4,7,5,1986,1987,2,2,11,11,2,172,2,3,2,3,3,1,5,28,2,1474,0,1502,2,1,2,1,1553,1177,0,2730,1,0,2,1,4,1,2,8,1,1,3,2,1987,1,2,576,3,3,1,201,96,0,0,0,0,5,2,6,0,8,2007,1,1,301000
20,8,49,5820,2,3,1,1,1,1,1,18,3,3,1,1,3,8,1955,2005,2,2,15,15,4,0,3,2,2,3,3,4,2,256,6,0,906,1162,2,1,2,1,1163,0,0,1163,1,0,1,0,3,1,3,6,1,0,6,2,1955,3,1,220,4,3,1,142,98,0,0,0,0,5,5,6,0,7,2006,1,1,126175
80,6,96,11275,2,3,1,1,1,2,1,13,6,3,1,8,7,7,1967,2007,5,7,16,16,2,300,2,2,2,2,3,4,6,0,6,0,710,710,2,1,2,1,1898,1080,0,2978,0,0,2,1,5,1,2,11,1,1,2,4,1961,1,2,564,3,3,1,240,0,0,0,0,0,5,5,6,0,6,2010,1,1,242000
45,8,50,5000,2,3,1,1,1,1,1,10,9,3,1,3,5,6,1941,1950,2,2,9,9,4,0,3,3,2,3,3,2,3,116,6,0,604,720,2,5,1,3,803,0,0,803,0,0,1,0,2,1,3,5,1,0,6,6,1941,3,2,360,3,3,1,0,0,244,0,0,0,5,5,6,0,12,2007,1,1,87000
120,6,32,10846,2,3,2,1,1,3,1,25,3,3,4,1,8,5,1993,1993,2,2,4,4,4,0,2,3,3,2,3,1,1,1619,6,0,100,1719,2,1,2,1,1719,0,0,1719,2,0,1,1,1,1,2,6,1,2,2,2,1993,1,2,473,3,3,1,122,30,0,0,0,0,5,5,6,0,5,2008,6,1,324000
20,6,80,11600,2,3,1,1,1,1,1,13,3,3,1,1,6,5,1960,1960,4,2,16,16,2,175,3,3,2,3,3,4,4,565,6,0,818,1383,2,3,2,1,1383,0,0,1383,0,0,1,1,3,1,3,7,1,0,6,2,1960,2,1,292,3,3,1,0,45,0,0,0,0,5,5,6,0,4,2006,1,1,145250
75,6,0,11888,2,2,2,2,1,1,1,4,6,3,1,6,6,6,1916,1994,2,2,16,17,4,0,3,3,1,3,3,4,6,0,6,0,844,844,2,2,1,2,1445,689,0,2134,0,0,2,0,5,1,2,10,1,0,6,6,1930,3,2,441,3,3,1,0,60,268,0,0,0,5,5,6,0,7,2009,1,1,214500
70,8,60,6402,2,3,1,1,1,2,1,10,3,3,1,4,5,5,1920,1950,2,2,16,17,4,0,3,3,3,3,3,3,6,0,6,0,596,596,2,3,1,1,596,596,0,1192,0,0,1,0,3,1,3,6,1,0,6,6,1920,3,1,189,4,4,3,0,0,137,0,0,0,5,3,6,0,7,2009,1,1,78000
90,6,0,10624,2,3,2,1,1,1,1,13,3,3,3,1,5,4,1964,1964,2,2,7,7,2,84,3,3,2,3,3,4,1,40,4,264,1424,1728,2,3,2,1,1728,0,0,1728,0,1,2,0,6,2,3,10,1,0,6,6,2002,3,1,352,3,3,1,155,0,0,0,0,0,5,5,6,0,11,2007,1,1,119000
20,6,70,8176,2,3,1,1,1,1,1,13,3,3,1,1,5,6,1958,1992,2,2,16,16,4,0,3,3,2,3,3,4,4,846,6,0,210,1056,2,4,2,1,1056,0,0,1056,1,0,1,0,3,1,3,6,1,0,6,2,1958,2,1,308,3,3,1,0,0,0,0,0,0,5,5,6,0,8,2007,1,1,139000
20,6,85,10655,2,3,2,1,1,1,1,16,3,3,1,1,8,5,2003,2004,2,2,15,15,2,296,2,3,3,2,3,4,1,1124,7,479,1603,3206,2,1,2,1,1629,0,0,1629,1,0,2,0,3,1,2,7,1,1,2,2,2003,2,3,880,3,3,1,0,0,0,0,0,0,5,5,6,0,10,2009,1,1,284000
120,8,59,8198,2,3,1,1,1,5,1,16,3,3,4,1,7,5,2004,2004,2,2,15,15,5,146,2,3,3,2,3,2,1,720,6,0,638,1358,2,1,2,1,1358,0,0,1358,1,0,2,0,2,1,2,6,1,1,2,2,2004,2,2,484,3,3,1,192,30,0,0,0,0,5,5,6,0,7,2008,1,1,207000
60,6,59,9042,2,3,2,1,1,1,1,9,3,3,1,4,6,5,1998,1998,2,2,15,15,4,0,3,3,3,2,3,1,1,828,6,0,115,943,2,2,2,1,943,695,0,1638,1,0,2,1,3,1,3,7,1,2,3,2,1998,1,2,472,3,3,1,100,38,0,0,0,0,5,5,6,0,7,2008,1,1,192000
190,6,0,164660,1,3,2,3,1,2,3,24,3,3,2,2,5,6,1965,1965,2,2,11,11,4,0,3,3,2,3,3,1,2,1249,3,147,103,1499,2,1,2,1,1619,167,0,1786,2,0,2,0,3,1,3,7,1,2,2,2,1965,1,2,529,3,3,1,670,0,0,0,0,0,5,5,4,700,8,2008,1,1,228950
20,6,86,14157,2,3,2,3,1,2,1,23,3,3,1,1,9,5,2005,2006,4,2,15,15,5,200,2,3,3,1,3,1,1,1249,6,0,673,1922,2,1,2,1,1922,0,0,1922,1,0,2,0,3,1,2,8,1,1,2,2,2005,1,3,676,3,3,1,178,51,0,0,0,0,5,5,6,0,7,2007,1,1,377426
20,6,70,9135,2,3,1,1,1,1,1,6,3,3,1,1,7,5,2002,2003,2,2,15,15,2,113,2,3,3,2,3,2,1,810,6,0,726,1536,2,1,2,1,1536,0,0,1536,1,0,2,0,3,1,2,7,1,0,6,2,2002,2,2,532,3,3,1,192,74,0,0,0,0,5,5,6,0,12,2008,1,1,214000
20,6,91,14145,2,3,1,1,1,2,1,17,3,3,1,1,7,7,1984,1998,2,2,16,16,4,0,2,3,2,2,3,3,2,213,6,0,995,1208,2,1,2,1,1621,0,0,1621,1,0,2,0,3,1,2,8,1,0,6,2,1984,2,2,440,3,3,1,108,45,0,0,0,0,5,5,4,400,5,2006,1,1,202500
20,6,66,12400,2,3,2,1,1,1,1,13,2,3,1,1,6,7,1958,1998,4,2,16,16,2,176,3,3,2,3,4,4,4,585,6,0,630,1215,2,3,2,2,1215,0,0,1215,0,0,1,0,3,1,3,6,1,0,6,2,1958,3,1,297,3,3,1,0,0,0,0,234,0,5,5,6,0,6,2009,1,1,155000
60,6,85,14191,2,3,1,1,1,1,1,24,3,3,1,4,8,5,2002,2002,2,2,15,15,4,0,2,3,3,2,3,4,6,0,6,0,967,967,2,1,2,1,993,915,0,1908,0,0,2,1,4,1,2,9,1,0,6,2,2002,1,2,431,3,3,1,135,0,0,0,0,0,5,5,6,0,4,2010,1,1,202900
20,5,60,8400,2,3,1,1,1,1,1,21,2,3,1,1,4,4,1950,1950,2,2,16,1,4,0,4,4,2,3,4,4,6,0,6,0,721,721,2,2,2,1,841,0,0,841,0,0,1,0,2,1,3,4,1,0,6,5,1950,3,1,294,3,3,3,250,0,24,0,0,0,5,5,6,0,9,2009,1,1,82000
90,6,0,8544,2,3,1,1,1,1,1,13,3,3,3,1,3,4,1949,1950,2,2,14,14,2,340,3,3,4,6,6,5,7,0,7,0,0,0,6,4,1,2,1040,0,0,1040,0,0,2,0,2,2,3,6,1,0,6,6,1949,3,2,400,3,3,1,0,0,0,0,0,0,5,5,6,0,5,2006,1,1,87500
120,6,63,8849,2,3,2,1,1,1,1,16,3,3,4,1,9,5,2005,2005,4,2,9,9,2,616,1,3,3,1,3,4,1,28,6,0,1656,1684,2,1,2,1,1684,0,0,1684,0,0,2,0,2,1,1,6,1,1,1,2,2005,2,2,564,3,3,1,495,72,0,0,0,0,5,5,6,0,7,2008,1,1,266000
160,8,36,2592,2,3,1,1,1,1,1,11,3,3,4,4,5,3,1976,1976,2,2,6,6,4,0,3,3,2,2,3,4,4,129,3,232,175,536,2,3,2,1,536,576,0,1112,0,0,1,1,3,1,3,4,1,0,6,2,1976,3,1,336,3,3,1,182,0,0,0,0,0,5,5,6,0,4,2010,1,1,85000
50,6,65,6435,2,3,1,1,1,1,1,4,5,3,1,2,6,5,1939,1950,2,2,9,9,4,0,3,3,1,3,3,4,6,0,6,0,972,972,2,2,2,1,972,605,0,1577,0,0,1,0,3,1,4,6,1,1,2,6,1939,3,1,312,3,3,1,0,0,0,0,0,0,5,5,6,0,10,2006,1,1,140200
20,6,0,12772,2,3,2,1,1,3,1,13,3,3,1,1,6,8,1960,1998,4,2,9,9,4,0,3,2,2,3,3,3,3,498,6,0,460,958,2,3,2,1,958,0,0,958,0,0,1,0,2,1,3,5,1,0,6,2,1960,2,1,301,3,3,1,0,0,0,0,0,0,5,5,2,15500,4,2007,1,1,151500
20,6,0,17600,2,3,2,1,1,1,1,13,3,3,1,1,6,5,1960,1960,2,2,16,16,2,30,3,3,2,3,3,4,3,1270,6,0,208,1478,2,1,2,2,1478,0,0,1478,1,0,2,0,3,1,3,6,1,2,2,2,1960,3,2,498,3,3,1,0,40,0,0,0,0,5,5,6,0,12,2009,1,1,157500
160,6,36,2448,2,3,1,1,1,1,1,16,3,3,5,4,7,5,2003,2004,2,2,15,17,5,106,2,3,3,2,3,4,1,573,6,0,191,764,2,1,2,1,764,862,0,1626,1,0,2,1,2,1,2,6,1,0,6,4,2003,2,2,474,3,3,1,0,27,0,0,0,0,5,5,6,0,10,2008,1,1,154000
60,6,56,20431,2,3,3,1,1,1,1,16,3,3,1,4,9,5,2005,2006,4,2,6,6,2,870,1,3,3,1,3,4,1,1410,6,0,438,1848,2,1,2,1,1848,880,0,2728,1,0,2,1,4,1,1,10,1,2,1,2,2006,1,3,706,3,3,1,0,0,0,0,0,0,5,5,6,0,4,2006,4,6,437154
120,6,68,7820,2,3,2,1,1,1,1,16,3,3,4,1,9,5,2007,2007,4,2,9,9,2,362,1,3,3,1,3,4,6,0,6,0,1869,1869,2,1,2,1,1869,0,0,1869,0,0,2,0,2,1,1,6,1,1,2,2,2007,2,2,617,3,3,1,210,54,0,0,0,0,5,5,6,0,12,2007,4,6,318061
120,6,0,5271,2,3,2,4,1,1,2,5,3,3,1,1,7,5,1986,1986,2,2,16,16,4,0,3,3,3,2,3,1,1,1082,6,0,371,1453,2,2,2,1,1453,0,0,1453,1,0,1,1,2,1,2,6,1,1,3,2,1986,2,2,445,3,3,1,0,80,0,0,184,0,5,5,6,0,12,2006,1,2,190000
50,6,60,9084,2,3,1,1,1,1,1,8,1,3,1,2,5,6,1941,1950,2,2,15,15,4,0,3,3,2,3,4,3,5,236,4,380,0,616,2,3,1,1,616,495,0,1111,0,1,1,0,3,1,3,5,1,0,6,6,1941,3,1,200,3,4,1,48,0,0,0,0,0,5,5,6,0,3,2008,7,1,95000
